Depth,Oxygen
1.45,7.50007
1.45,7.49976
1.5,7.499519999999999
1.45,7.49912
1.443,7.50421
1.45,7.50471
1.45,7.50513
1.5,7.50627
1.394,7.50633
1.443,7.50667
1.45,7.506989999999999
1.45,7.507339999999999
1.5,7.50212
1.394,7.50157
1.493,7.50652
1.45,7.50651
1.394,7.506660000000001
1.5,7.50778
1.394,7.50238
1.443,7.50173
1.45,7.50105
1.45,7.499589999999999
1.45,7.49893
1.45,7.49827
1.443,7.49759
1.394,7.49678
1.45,7.50157
1.394,7.496110000000002
1.45,7.49545
1.443,7.494639999999999
1.45,7.49454
1.45,7.49459
1.45,7.49475
1.394,7.49485
1.443,7.499560000000002
1.394,7.5005
1.45,7.4961600000000015
1.45,7.49643
1.45,7.501289999999999
1.443,7.501419999999999
1.394,7.5015399999999985
1.45,7.501760000000001
1.45,7.5018600000000015
1.394,7.50185
1.443,7.50278
1.45,7.50358
1.45,7.49874
1.45,7.49775
1.45,7.496
1.443,7.49517
1.45,7.4944
1.45,7.49913
1.394,7.4991
1.45,7.5001
1.493,7.50099
1.45,7.49628
1.45,7.496289999999999
1.45,7.4963
1.45,7.49098
1.3869999999999998,7.49017
1.55,7.4952
1.45,7.499919999999999
1.45,7.50017
1.5,7.501239999999999
1.45,7.50223
1.443,7.50325
1.45,7.49875
1.45,7.49816
1.5,7.497610000000001
1.45,7.497000000000001
1.493,7.50185
1.5,7.50205
1.45,7.502089999999999
1.45,7.502269999999998
1.5,7.4969800000000015
1.443,7.502510000000001
1.5,7.50265
1.5,7.49724
1.45,7.50177
1.5,7.50178
1.443,7.50168
1.5,7.50177
1.45,7.50166
1.5,7.5024
1.5,7.50315
1.443,7.50293
1.45,7.502789999999999
1.55,7.5037600000000015
1.45,7.504469999999999
1.45,7.505139999999999
1.493,7.50568
1.45,7.506360000000001
1.45,7.512469999999999
1.55,7.50864
1.394,7.50902
1.493,7.5034100000000015
1.5,7.507689999999998
1.45,7.507389999999999
1.5,7.5072100000000015
1.45,7.5068199999999985
1.493,7.50725
1.45,7.5075
1.5,7.507999999999999
1.45,7.5084399999999984
1.5,7.50806
1.443,7.507460000000001
1.5,7.507110000000001
1.45,7.50577
1.5,7.5099399999999985
1.5,7.50473
1.443,7.5049199999999985
1.5,7.505210000000001
1.5,7.50555
1.45,7.5056
1.5,7.50582
1.45,7.5051
1.493,7.50449
1.45,7.50375
1.5,7.5030100000000015
1.45,7.50295
1.5,7.5031
1.443,7.50311
1.5,7.50328
1.5,7.50255
1.45,7.5025
1.45,7.502510000000001
1.493,7.50714
1.45,7.50784
1.45,7.5030899999999985
1.5,7.50299
1.45,7.502789999999999
1.493,7.50276
1.45,7.50259
1.45,7.502460000000001
1.5,7.502439999999999
1.394,7.5022600000000015
1.443,7.50771
1.5,7.5030199999999985
1.5,7.50283
1.45,7.50271
1.45,7.502560000000001
1.493,7.49787
1.45,7.50241
1.5,7.50238
1.5,7.501419999999999
1.45,7.506689999999999
1.443,7.5019300000000015
1.55,7.50196
1.45,7.50177
1.5,7.5019300000000015
1.45,7.50208
1.493,7.502089999999999
1.5,7.502000000000001
1.5,7.501889999999999
1.5,7.50179
1.45,7.501489999999999
1.493,7.5012
1.5,7.5017
1.5,7.50144
1.45,7.50132
1.5,7.49578
1.493,7.50034
1.5,7.49482
1.5,7.49943
1.45,7.49938
1.5,7.49413
1.3869999999999998,7.4987
1.606,7.498989999999999
1.5,7.4992
1.5,7.50017
1.5,7.50162
1.45,7.50253
1.493,7.49765
1.5,7.502389999999999
1.5,7.497039999999998
1.5,7.5027
1.5,7.503819999999998
1.493,7.50427
1.5,7.49931
1.45,7.504189999999999
1.5,7.504410000000001
1.5,7.5044
1.493,7.498760000000001
1.5,7.502960000000002
1.5,7.5024
1.5,7.502960000000002
1.5,7.497339999999999
1.493,7.49626
1.55,7.50073
1.45,7.50057
1.5,7.49976
1.5,7.4998
1.55,7.499860000000001
1.5,7.49998
1.5,7.500960000000001
1.5,7.50115
1.55,7.49613
1.443,7.49558
1.5,7.495260000000001
1.5,7.500310000000002
1.55,7.49538
1.5,7.49495
1.493,7.5000300000000015
1.5,7.500439999999998
1.5,7.49545
1.5,7.49517
1.5,7.50033
1.443,7.5007899999999985
1.5,7.49597
1.5,7.49495
1.5,7.500089999999998
1.5,7.499860000000001
1.3869999999999998,7.49488
1.606,7.49498
1.45,7.49392
1.5,7.49925
1.5,7.49993
1.45,7.495310000000001
1.493,7.49538
1.5,7.50092
1.45,7.501760000000001
1.5,7.501810000000001
1.5,7.502439999999999
1.493,7.49688
1.5,7.49688
1.45,7.496760000000001
1.55,7.49678
1.5,7.49581
1.493,7.50123
1.5,7.501760000000001
1.5,7.50235
1.5,7.496810000000001
1.5,7.49672
1.493,7.50219
1.5,7.497689999999999
1.5,7.49696
1.55,7.49613
1.45,7.49585
1.493,7.49574
1.55,7.50127
1.5,7.49675
1.45,7.4968
1.55,7.49708
1.443,7.497089999999999
1.55,7.497210000000001
1.45,7.4963
1.5,7.49551
1.5,7.500210000000001
1.493,7.50137
1.5,7.5018699999999985
1.5,7.50237
1.5,7.503430000000002
1.5,7.49915
1.443,7.4931899999999985
1.55,7.4973800000000015
1.45,7.50294
1.5,7.504060000000001
1.55,7.4988100000000015
1.443,7.4980600000000015
1.45,7.4981300000000015
1.5,7.50386
1.55,7.49868
1.45,7.49794
1.5,7.49198
1.493,7.49684
1.5,7.49737
1.5,7.491619999999998
1.5,7.4957
1.5,7.49598
1.443,7.50177
1.55,7.50328
1.5,7.50466
1.5,7.505260000000002
1.5,7.505439999999999
1.493,7.50559
1.55,7.5007199999999985
1.45,7.49993
1.55,7.5000399999999985
1.5,7.500489999999999
1.493,7.501069999999999
1.5,7.50088
1.5,7.500780000000002
1.55,7.501339999999999
1.5,7.500839999999998
1.443,7.50022
1.55,7.49978
1.5,7.50467
1.5,7.49966
1.5,7.50022
1.55,7.4999600000000015
1.45,7.504869999999999
1.5,7.5053899999999985
1.5,7.500439999999998
1.5,7.49993
1.55,7.504739999999999
1.5,7.5049
1.5,7.5059
1.5,7.50138
1.55,7.501519999999998
1.493,7.50174
1.5,7.496760000000001
1.5,7.5011800000000015
1.5,7.50001
1.55,7.49954
1.443,7.505339999999999
1.55,7.50685
1.5,7.50738
1.45,7.5024
1.55,7.50198
1.5,7.49673
1.493,7.495589999999999
1.5,7.49436
1.5,7.4923
1.5,7.496510000000002
1.5,7.50155
1.493,7.5011899999999985
1.55,7.50175
1.45,7.496689999999999
1.55,7.497339999999999
1.45,7.49786
1.55,7.498660000000001
1.5,7.4992100000000015
1.45,7.49973
1.55,7.500269999999999
1.5,7.50536
1.443,7.50045
1.55,7.495139999999999
1.45,7.49965
1.5,7.50489
1.5,7.4995
1.493,7.504
1.5,7.498760000000001
1.45,7.49292
1.5,7.491739999999999
1.5,7.4904899999999985
1.493,7.490360000000001
1.5,7.49506
1.45,7.49521
1.5,7.4953699999999985
1.55,7.49596
1.443,7.49127
1.45,7.49598
1.5,7.49609
1.5,7.49682
1.55,7.49757
1.443,7.49833
1.5,7.498539999999998
1.5,7.4935800000000015
1.5,7.49374
1.5,7.49825
1.493,7.498410000000002
1.5,7.4984
1.5,7.498239999999999
1.5,7.49343
1.55,7.498769999999999
1.45,7.49972
1.55,7.4999600000000015
1.5,7.494569999999999
1.45,7.49315
1.55,7.49205
1.5,7.4963
1.493,7.5013
1.5,7.50235
1.5,7.50426
1.45,7.50598
1.55,7.5023399999999985
1.493,7.50224
1.5,7.4973100000000015
1.5,7.49715
1.5,7.502039999999999
1.5,7.50223
1.443,7.50236
1.55,7.50253
1.5,7.50351
1.5,7.503710000000001
1.45,7.5030100000000015
1.493,7.50357
1.55,7.50511
1.5,7.50016
1.5,7.50604
1.5,7.5118
1.493,7.50652
1.45,7.50052
1.55,7.49919
1.45,7.50292
1.5,7.502969999999999
1.493,7.50298
1.55,7.503189999999999
1.45,7.503260000000001
1.5,7.5027
1.5,7.50285
1.493,7.508369999999998
1.55,7.50391
1.5,7.49858
1.45,7.49805
1.5,7.5031
1.55,7.50254
1.5,7.50167
1.45,7.501689999999999
1.55,7.5072899999999985
1.5,7.50817
1.45,7.50365
1.55,7.50298
1.5,7.49768
1.5,7.50241
1.5,7.5025
1.5,7.50691
1.493,7.49567
1.5,7.499460000000001
1.5,7.4996399999999985
1.5,7.500610000000001
1.5,7.50139
1.493,7.50236
1.5,7.497999999999999
1.5,7.497510000000001
1.5,7.4969199999999985
1.5,7.49553
1.493,7.494089999999999
1.45,7.49896
1.5,7.50448
1.55,7.49995
1.45,7.49994
1.493,7.49976
1.5,7.499919999999999
1.5,7.50002
1.5,7.49442
1.5,7.4939
1.493,7.49816
1.45,7.49862
1.5,7.49994
1.5,7.49483
1.45,7.493360000000001
1.493,7.4919600000000015
1.5,7.491439999999999
1.45,7.4911
1.5,7.4963
1.5,7.4967
1.443,7.49707
1.5,7.49753
1.5,7.49799
1.45,7.49395
1.5,7.49913
1.493,7.49297
1.45,7.4914
1.5,7.49087
1.45,7.49025
1.45,7.494739999999998
1.337,7.50015
1.606,7.50238
1.55,7.49865
1.5,7.4988199999999985
1.45,7.49378
1.5,7.49276
1.443,7.49804
1.55,7.49885
1.45,7.4998
1.55,7.499519999999999
1.45,7.499919999999999
1.55,7.495189999999999
1.5,7.500310000000002
1.5,7.49558
1.55,7.50091
1.55,7.50051
1.493,7.5001
1.5,7.49994
1.55,7.50024
1.55,7.50011
1.55,7.506089999999999
1.55,7.50316
1.55,7.50391
1.55,7.50449
1.55,7.49898
1.55,7.497889999999999
1.55,7.50236
1.55,7.50696
1.5,7.50708
1.606,7.502969999999999
1.5,7.50375
1.55,7.504469999999999
1.55,7.50421
1.55,7.5091100000000015
1.606,7.5041
1.606,7.504339999999999
1.599,7.509360000000001
1.656,7.51089
1.656,7.51233
1.656,7.5135
1.606,7.514360000000001
1.7619999999999998,7.51553
1.649,7.50991
1.7619999999999998,7.50973
1.705,7.5083199999999986
1.7619999999999998,7.5064899999999986
1.7619999999999998,7.510560000000001
1.805,7.505319999999998
1.812,7.50523
1.7619999999999998,7.5112
1.7619999999999998,7.5072800000000015
1.812,7.50712
1.861,7.50701
1.7619999999999998,7.5114899999999984
1.812,7.511310000000001
1.812,7.51162
1.812,7.5116
1.805,7.511310000000001
1.918,7.49958
1.812,7.494969999999999
1.861,7.495939999999999
1.918,7.49396
1.861,7.491219999999998
1.911,7.49717
1.918,7.49879
1.968,7.499910000000002
1.918,7.49487
1.968,7.49397
1.911,7.4932
2.024,7.49908
1.968,7.4934699999999985
2.074,7.498369999999999
1.968,7.49897
2.024,7.49907
2.067,7.49834
2.024,7.49771
2.074,7.498019999999999
2.074,7.49281
2.074,7.49707
2.067,7.4915
2.123,7.496569999999998
2.123,7.491519999999999
2.123,7.49713
2.123,7.4973899999999984
2.18,7.49764
2.173,7.4987
2.18,7.49909
2.23,7.499460000000001
2.23,7.500669999999999
2.23,7.50086
2.23,7.50016
2.23,7.5000399999999985
2.279,7.49998
2.279,7.50448
2.279,7.50575
2.279,7.503660000000001
2.279,7.50433
2.385,7.504639999999998
2.336,7.5053800000000015
2.336,7.5045600000000015
2.385,7.5037600000000015
2.23,7.502789999999999
2.492,7.50295
2.442,7.508380000000002
2.442,7.509760000000001
2.385,7.51019
2.442,7.50483
2.435,7.50311
2.492,7.5029
2.492,7.50477
2.442,7.510510000000001
2.5980000000000003,7.51112
2.492,7.5178699999999985
2.541,7.51426
2.541,7.51465
2.541,7.508310000000002
2.541,7.5061
2.648,7.50421
2.541,7.50407
2.648,7.50313
2.648,7.50232
2.5980000000000003,7.50785
2.697,7.508739999999999
2.648,7.51058
2.697,7.51253
2.648,7.51444
2.754,7.51383
2.754,7.51773
2.697,7.5156
2.754,7.511830000000002
2.754,7.508489999999999
2.803,7.510089999999999
2.754,7.5143
2.803,7.522469999999998
2.86,7.523519999999999
2.803,7.52113
2.91,7.51673
2.853,7.50597
2.91,7.5079
2.86,7.50705
2.959,7.5071
2.91,7.50157
3.016,7.501589999999998
3.009,7.505210000000001
3.016,7.50285
3.016,7.50315
3.016,7.50248
3.0660000000000003,7.50733
3.0660000000000003,7.50974
3.115,7.50983
3.115,7.50718
3.115,7.509010000000001
3.115,7.51208
3.172,7.50846
3.172,7.51248
3.172,7.5110899999999985
3.165,7.51128
3.221,7.511310000000001
3.221,7.51063
3.278,7.51589
3.278,7.5164
3.278,7.51306
3.3280000000000003,7.51341
3.377,7.50823
3.3280000000000003,7.512339999999999
3.377,7.51185
3.377,7.5114
3.377,7.511589999999999
3.434,7.51245
3.484,7.513260000000002
3.484,7.51433
3.484,7.515160000000002
3.533,7.516139999999999
3.533,7.516960000000001
3.533,7.51236
3.533,7.511610000000001
3.533,7.5098699999999985
3.696,7.507860000000001
3.59,7.512010000000001
3.639,7.51347
3.639,7.514089999999999
3.696,7.5084399999999984
3.689,7.5084
3.746,7.5037600000000015
3.696,7.508960000000001
3.795,7.50932
3.746,7.514239999999999
3.795,7.50968
3.852,7.50881
3.795,7.50753
3.901,7.50735
3.852,7.501810000000001
3.852,7.501489999999999
3.951,7.501530000000002
3.901,7.50121
3.951,7.49949
3.951,7.49748
4.008,7.5014
4.008,7.49613
3.951,7.49598
4.114,7.49597
4.114,7.495939999999999
4.114,7.495189999999999
4.107,7.495189999999999
4.164,7.49489
4.213,7.4947300000000014
4.164,7.49485
4.164,7.49489
4.27,7.4904899999999985
4.27,7.49091
4.319,7.49105
4.263,7.49105
4.369,7.4904199999999985
4.319,7.490660000000001
4.369,7.49653
4.369,7.49706
4.426,7.497319999999998
4.426,7.491789999999999
4.426,7.49138
4.475,7.48652
4.475,7.49212
4.475,7.49861
4.532,7.49413
4.582,7.49327
4.582,7.49297
4.582,7.49332
4.582,7.493639999999999
4.631,7.494560000000001
4.688,7.49551
4.688,7.4965
4.688,7.49655
4.688,7.49085
4.787,7.4892699999999985
4.737,7.48768
4.787,7.49182
4.787,7.49339
4.8439999999999985,7.49499
4.893,7.491219999999998
4.8439999999999985,7.49195
4.8439999999999985,7.49785
4.95,7.4931
4.95,7.493060000000002
4.95,7.493060000000002
5.0,7.49317
5.0,7.49304
5.0,7.4927199999999985
5.049,7.49335
5.049,7.49322
5.106,7.49316
5.106,7.493010000000001
5.155,7.49317
5.155,7.49332
5.155,7.49377
5.205,7.4892699999999985
5.2620000000000005,7.49383
5.205,7.49303
5.205,7.49326
5.311,7.49391
5.311,7.48915
5.311,7.48855
5.3679999999999986,7.49337
5.311,7.493460000000002
5.417999999999998,7.49407
5.417999999999998,7.495789999999999
5.4670000000000005,7.49673
5.417999999999998,7.4963
5.4670000000000005,7.50266
5.524,7.50678
5.524,7.508089999999998
5.524,7.50935
5.573,7.51121
5.573,7.5168300000000015
5.622999999999998,7.517519999999998
5.622999999999998,7.51894
5.622999999999998,7.519939999999999
5.68,7.51894
5.729,7.51399
5.68,7.50977
5.729,7.50485
5.7860000000000005,7.5146
5.729,7.5127
5.835,7.51385
5.7860000000000005,7.51912
5.885,7.51497
5.885,7.51554
5.885,7.51616
5.885,7.51605
5.942,7.52147
5.9910000000000005,7.517410000000001
5.942,7.51167
5.9910000000000005,7.51076
6.041,7.50449
6.041,7.50829
6.098,7.50754
6.147,7.50709
6.098,7.506480000000002
6.147,7.5057
6.147,7.50552
6.204,7.500189999999999
6.252999999999999,7.49955
6.204,7.499
6.252999999999999,7.5038300000000016
6.303,7.49725
6.303,7.496460000000001
6.303,7.49097
6.36,7.4961
6.409,7.49673
6.409,7.49511
6.409,7.49217
6.459,7.4908100000000015
6.459,7.484960000000001
6.516,7.48413
6.516,7.48354
6.565,7.483160000000002
6.565,7.482019999999999
6.565,7.48083
6.622000000000001,7.479889999999998
6.671,7.479039999999999
6.671,7.47838
6.671,7.47791
6.721,7.4784
6.721,7.478910000000001
6.778,7.4741399999999985
6.778,7.4742
6.778,7.48032
6.827000000000001,7.48235
6.877000000000002,7.484380000000002
6.877000000000002,7.479939999999999
6.827000000000001,7.48075
6.983,7.480760000000001
6.877000000000002,7.48062
7.04,7.481510000000001
6.983,7.48176
7.04,7.4821
7.04,7.4822
7.04,7.48272
7.089,7.484439999999998
7.089,7.48563
7.1960000000000015,7.4862199999999985
7.1389999999999985,7.48655
7.1960000000000015,7.480689999999999
7.245,7.48042
7.245,7.485060000000002
7.1960000000000015,7.47892
7.352,7.478039999999999
7.295,7.47808
7.352,7.47873
7.401,7.484189999999999
7.352,7.480180000000002
7.401,7.486560000000001
7.401,7.48333
7.5070000000000014,7.484539999999999
7.401,7.4801199999999985
7.5070000000000014,7.47404
7.557,7.47319
7.557,7.47248
7.557,7.4771800000000015
7.614,7.48301
7.614,7.48424
7.6629999999999985,7.48473
7.6629999999999985,7.47967
7.6629999999999985,7.47928
7.712999999999999,7.47907
7.77,7.47906
7.712999999999999,7.4846
7.819,7.48028
7.819,7.485810000000002
7.819,7.486739999999998
7.876,7.48238
7.876,7.48279
7.925,7.47791
7.925,7.47682
7.975,7.48148
7.975,7.482189999999999
8.032,7.47765
8.032,7.47792
8.032,7.47735
8.081,7.477019999999999
8.081,7.4767899999999985
8.187999999999999,7.476839999999998
8.131,7.47709
8.032,7.477339999999999
8.343,7.477819999999999
8.237,7.47188
8.294,7.47088
8.237,7.47058
8.343,7.47072
8.343,7.47067
8.343,7.4707
8.392999999999999,7.4702
8.343,7.468960000000001
8.45,7.4687199999999985
8.45,7.468
8.499,7.467689999999998
8.499,7.46223
8.499,7.461639999999999
8.549,7.4680300000000015
8.606,7.46922
8.549,7.4706199999999985
8.606,7.47014
8.655,7.46425
8.712,7.463019999999998
8.655,7.4611800000000015
8.761000000000001,7.459510000000001
8.712,7.46266
8.712,7.457289999999999
8.868,7.458660000000001
8.811,7.459589999999999
8.868,7.46046
8.868,7.45513
8.868,7.46012
8.811,7.460269999999999
9.024,7.46075
9.024,7.4622600000000014
8.967,7.463030000000002
8.967,7.46422
9.073,7.46558
9.073,7.461010000000001
9.073,7.46115
9.073,7.46085
9.229,7.4612
9.13,7.461310000000001
9.229,7.4613
9.179,7.4606
9.229,7.46048
9.335,7.46618
9.286,7.4671699999999985
9.286,7.4630800000000015
9.335,7.46368
9.385,7.46425
9.385,7.46505
9.442,7.466189999999999
9.442,7.466289999999999
9.442,7.46622
9.548,7.47164
9.491,7.4717600000000015
9.548,7.46673
9.597,7.467110000000001
9.548,7.46833
9.647,7.46984
9.647,7.476380000000002
9.647,7.47193
9.753,7.47253
9.704,7.47285
9.753,7.47305
9.753,7.473160000000001
9.803,7.4745300000000015
9.86,7.4764300000000015
9.803,7.477810000000002
9.909,7.4782199999999985
9.909,7.4782600000000015
9.909,7.48371
9.909,7.47907
10.015,7.4803
10.015,7.475339999999999
10.015,7.47505
10.015,7.474589999999999
10.122,7.474189999999999
10.065,7.4782899999999985
10.171,7.47838
10.122,7.47858
10.228,7.479389999999999
10.171,7.474660000000001
10.278,7.47452
10.228,7.47423
10.228,7.47433
10.327,7.474
10.327,7.47364
10.384,7.473219999999999
10.384,7.47273
10.327,7.472060000000001
10.483,7.47164
10.433,7.476560000000001
10.54,7.476960000000001
10.483,7.4725199999999985
10.54,7.4729199999999985
10.589,7.4725899999999985
10.54,7.47242
10.646,7.47277
10.646,7.47307
10.696,7.473260000000002
10.696,7.47307
10.745,7.47268
10.745,7.47372
10.802,7.4752800000000015
10.802,7.47531
10.851,7.4697
10.851,7.474069999999998
10.901,7.4740199999999986
10.901,7.47483
10.958,7.46972
11.007,7.47474
10.958,7.47467
11.007,7.47478
11.064,7.475
11.114,7.46435
11.114,7.46295
11.114,7.46738
11.114,7.472739999999999
11.22,7.46815
11.22,7.4634800000000014
11.22,7.46828
11.269,7.46858
11.269,7.468189999999999
11.319,7.467989999999999
11.376,7.46214
11.376,7.46611
11.376,7.46093
11.376,7.466069999999998
11.482,7.46132
11.482,7.4668199999999985
11.482,7.466769999999999
11.532,7.4614699999999985
11.581,7.460889999999999
11.581,7.4603199999999985
11.638,7.4653100000000014
11.581,7.46554
11.638,7.465960000000001
11.737,7.46672
11.737,7.4617
11.687,7.46127
11.794,7.46213
11.794,7.4626899999999985
11.794,7.46197
11.843,7.4615
11.9,7.46132
11.893,7.46123
11.9,7.46121
11.95,7.4665
11.999,7.4672
11.999,7.46793
11.999,7.4634
12.056,7.46387
12.105,7.45905
12.056,7.4591699999999985
12.155,7.464069999999999
12.155,7.465219999999999
12.155,7.46645
12.261,7.46785
12.212,7.4680300000000015
12.261,7.46898
12.318,7.469889999999999
12.261,7.470639999999999
12.318,7.47157
12.417,7.470860000000001
12.368,7.46482
12.417,7.4645800000000015
12.474,7.470569999999999
12.474,7.47077
12.474,7.46956
12.523,7.47002
12.573,7.47087
12.573,7.47173
12.573,7.47275
12.63,7.47297
12.63,7.47375
12.679,7.47355
12.736,7.47415
12.736,7.46845
12.786,7.46851
12.786,7.46852
12.786,7.4676300000000015
12.835,7.46683
12.885,7.47133
12.892,7.4667
12.892,7.4672399999999985
12.941,7.46782
12.991,7.47386
12.941,7.47411
13.048,7.46899
13.048,7.46847
13.097,7.468160000000001
13.097,7.46785
13.154000000000002,7.4672399999999985
13.097,7.46657
13.204,7.46064
13.204,7.4648
13.253,7.465439999999999
13.253,7.4657399999999985
13.31,7.46612
13.253,7.46018
13.359000000000002,7.46479
13.31,7.464339999999999
13.409,7.46453
13.409,7.46507
13.466,7.45966
13.466,7.46402
13.466,7.4639
13.515,7.46462
13.572,7.465610000000002
13.565,7.460839999999999
13.622,7.466239999999999
13.622,7.46697
13.671,7.462269999999998
13.671,7.461189999999998
13.728,7.460269999999999
13.728,7.46578
13.777,7.466369999999999
13.777,7.46669
13.827,7.46755
13.777,7.468339999999999
13.933,7.46391
13.827,7.463889999999999
13.933,7.463939999999999
13.99,7.46413
13.933,7.46455
14.04,7.46517
14.04,7.46462
14.04,7.46386
14.089,7.46341
14.089,7.462999999999999
14.089,7.4626800000000015
14.195,7.46892
14.139,7.46948
14.245,7.46465
14.245,7.46985
14.245,7.46577
14.302,7.46668
14.302,7.46657
14.408,7.466539999999998
14.351,7.46633
14.408,7.466439999999999
14.408,7.46646
14.451,7.46673
14.507,7.46632
14.458,7.466360000000001
14.458,7.46653
14.507,7.46696
14.564,7.47284
14.507,7.467989999999999
14.507,7.469410000000001
14.564,7.47071
14.557,7.46541
14.507,7.46503
14.614,7.46975
14.614,7.470389999999999
14.564,7.47065
14.614,7.47089
14.67,7.4658
14.72,7.470210000000002
14.67,7.465439999999999
14.67,7.465260000000002
14.769,7.463489999999998
14.72,7.46705
14.769,7.46668
14.769,7.46732
14.826,7.46817
14.769,7.4634
14.826,7.463489999999998
14.876,7.46363
14.826,7.46278
14.869000000000002,7.45663
14.826,7.4551
14.925,7.4645899999999985
14.826,7.4647
14.876,7.46517
14.925,7.46564
14.876,7.46048
14.876,7.46011
14.925,7.459739999999999
14.925,7.45936
14.982,7.459589999999999
14.982,7.459589999999999
14.982,7.45897
14.925,7.459460000000001
15.032,7.459789999999999
15.032,7.4601
15.032,7.46053
14.982,7.4554
15.081,7.45494
15.138,7.460610000000001
14.982,7.46168
15.138,7.462910000000001
15.088,7.4642300000000015
15.187,7.466839999999999
15.088,7.46937
15.187,7.47145
15.130999999999998,7.46813
15.244000000000002,7.47341
15.244000000000002,7.474
15.187,7.475160000000002
15.294,7.47572
15.294,7.47547
15.294,7.47078
15.294,7.476539999999999
15.343,7.471939999999999
15.4,7.471589999999999
15.4,7.47043
15.4,7.476210000000001
15.4,7.477
15.45,7.47231
15.505999999999998,7.47231
15.45,7.47195
15.4,7.46547
15.605,7.4664899999999985
15.505999999999998,7.4688
15.505999999999998,7.469060000000002
15.556,7.47174
15.556,7.4624
15.556,7.4597
15.605,7.45891
15.605,7.464869999999999
15.662,7.46382
15.662,7.46692
15.662,7.463310000000001
15.712,7.46391
15.712,7.46232
15.761,7.45765
15.712,7.4544
15.811,7.454860000000001
15.818,7.45598
15.761,7.4548
15.868,7.45063
15.868,7.44649
15.868,7.44464
15.924,7.44435
15.761,7.44557
16.073,7.447319999999999
15.924,7.4415
15.974,7.4418
15.974,7.444610000000001
16.023,7.447019999999998
15.974,7.448169999999998
16.023,7.44307
16.073,7.44253
16.08,7.441960000000001
16.13,7.4405100000000015
16.08,7.43985
16.13,7.439660000000001
16.179000000000002,7.43967
16.13,7.4401199999999985
